"Lot_Area","Neighborhood","Overall_Qual","Overall_Cond","Year_Built","Roof_Style","Bsmt_Cond","Central_Air","Gr_Liv_Area","Full_Bath","Half_Bath","Bedroom_AbvGr","Kitchen_AbvGr","TotRms_AbvGrd","Fireplaces","Garage_Type","Fence","Sale_Price"
2205,"Briardale","Above_Average","Above_Average",1973,"Gable","Typical","Y",1092,1,1,3,1,6,0,"Detchd","No_Fence",113500
1890,"Briardale","Above_Average","Average",1973,"Gable","Typical","Y",1218,1,1,3,1,7,0,"Detchd","No_Fence",113000
2058,"Briardale","Above_Average","Average",1973,"Gable","Typical","Y",1218,1,1,4,1,7,0,"Detchd","No_Fence",113700
2016,"Briardale","Average","Average",1970,"Gable","Typical","Y",1302,2,1,3,1,6,0,"Detchd","No_Fence",106000
1920,"Briardale","Average","Average",1971,"Gable","Typical","Y",1365,1,1,2,1,6,0,"Detchd","No_Fence",122500
4928,"Northpark_Villa","Above_Average","Average",1976,"Gable","Typical","Y",958,2,0,2,1,5,1,"Attchd","No_Fence",128000
2308,"Northpark_Villa","Above_Average","Above_Average",1976,"Gable","Typical","Y",1548,2,1,3,1,7,1,"Detchd","No_Fence",155000
2304,"Northpark_Villa","Good","Good",1978,"Gable","Typical","Y",1055,2,0,2,1,4,0,"Attchd","No_Fence",142500
7150,"North_Ames","Average","Above_Average",1966,"Hip","Typical","Y",988,1,0,3,1,5,0,"Detchd","No_Fence",129250
12469,"Northridge_Heights","Excellent","Average",2006,"Hip","Typical","Y",1816,2,0,3,1,7,1,"Attchd","No_Fence",356000
11694,"Northridge_Heights","Excellent","Average",2007,"Hip","Typical","Y",1828,2,0,3,1,9,1,"Attchd","No_Fence",314813
12030,"Northridge_Heights","Very_Good","Average",2007,"Hip","Typical","Y",1694,2,0,3,1,7,0,"Attchd","No_Fence",318000
11825,"Northridge_Heights","Very_Good","Average",2006,"Gable","Typical","Y",1694,2,0,3,1,7,1,"Attchd","No_Fence",322400
12085,"Northridge_Heights","Very_Good","Average",2007,"Hip","Typical","Y",1734,2,0,3,1,7,1,"Attchd","No_Fence",318000
14333,"Northridge_Heights","Very_Good","Average",2007,"Gable","Typical","Y",2122,2,1,2,1,7,1,"Attchd","No_Fence",345474
14450,"Northridge_Heights","Excellent","Average",2006,"Gable","Typical","Y",2121,2,1,3,1,8,1,"Attchd","No_Fence",415298
13641,"Northridge_Heights","Excellent","Average",2007,"Hip","Typical","Y",2656,2,1,3,1,8,1,"Attchd","No_Fence",492000
13440,"Northridge_Heights","Very_Good","Average",2006,"Hip","Typical","Y",2550,2,1,4,1,11,1,"BuiltIn","No_Fence",338931
15431,"Northridge_Heights","Very_Excellent","Average",2005,"Hip","Typical","Y",2046,2,1,2,1,7,2,"Attchd","No_Fence",450000
14154,"Northridge_Heights","Good","Average",2006,"Gable","Good","Y",2172,2,1,3,1,9,1,"Attchd","No_Fence",280000
13891,"Northridge_Heights","Excellent","Average",2007,"Hip","Typical","Y",2552,2,0,3,1,8,2,"Attchd","No_Fence",479069
14226,"Northridge_Heights","Very_Good","Average",2006,"Hip","Typical","Y",1973,2,0,3,1,9,1,"Attchd","No_Fence",395000
13693,"Northridge_Heights","Excellent","Average",2006,"Hip","Typical","Y",2643,2,1,3,1,9,1,"BuiltIn","No_Fence",380000
11428,"Northridge_Heights","Very_Good","Average",2006,"Gable","Typical","Y",1634,2,0,3,1,7,1,"Attchd","No_Fence",250000
14977,"Northridge_Heights","Very_Good","Average",2006,"Gable","Typical","Y",1976,2,0,2,1,7,1,"Attchd","No_Fence",440000
13654,"Northridge_Heights","Excellent","Average",2005,"Gable","Typical","Y",2758,2,1,4,1,9,1,"BuiltIn","No_Fence",418000
17169,"Northridge_Heights","Very_Excellent","Average",2007,"Hip","Typical","Y",2290,2,1,2,1,7,1,"Attchd","No_Fence",500067
16659,"Northridge_Heights","Very_Good","Average",2007,"Gable","Typical","Y",2152,2,1,3,1,7,1,"Detchd","No_Fence",260116
9591,"Northridge_Heights","Very_Good","Average",2004,"Gable","Typical","Y",2473,2,1,4,1,9,1,"BuiltIn","No_Fence",317000
9709,"Northridge_Heights","Very_Good","Average",2007,"Gable","Typical","Y",2100,2,1,3,1,8,2,"BuiltIn","No_Fence",319500
10562,"Northridge_Heights","Very_Good","Average",2007,"Gable","Typical","Y",2161,1,1,3,1,8,1,"Attchd","No_Fence",325624
13615,"Northridge_Heights","Excellent","Average",2006,"Hip","Typical","Y",1802,2,1,3,1,7,1,"Attchd","No_Fence",372000
13069,"Northridge_Heights","Very_Good","Average",2004,"Gable","Typical","Y",2956,2,1,5,1,11,1,"BuiltIn","No_Fence",342000
12099,"Northridge_Heights","Very_Good","Average",2004,"Gable","Typical","Y",2468,2,1,4,1,10,1,"BuiltIn","No_Fence",354000
14277,"Northridge_Heights","Very_Good","Average",2003,"Gable","Typical","Y",2385,2,1,3,1,7,1,"Attchd","No_Fence",350000
11999,"Northridge_Heights","Very_Good","Average",2003,"Hip","Typical","Y",2374,2,1,4,1,10,1,"BuiltIn","No_Fence",285000
12568,"Northridge_Heights","Very_Good","Average",2007,"Hip","Typical","Y",1818,2,1,3,1,8,1,"Attchd","No_Fence",281500
9926,"Northridge_Heights","Good","Average",2005,"Gable","Typical","Y",1614,2,0,3,1,7,0,"Attchd","No_Fence",245700
9254,"Northridge_Heights","Very_Good","Average",2005,"Gable","Typical","Y",1721,2,0,3,1,7,0,"Attchd","No_Fence",232698
10732,"Northridge_Heights","Very_Good","Average",2006,"Gable","Typical","Y",1828,2,1,3,1,7,0,"BuiltIn","No_Fence",250000
7577,"Northridge_Heights","Above_Average","Average",2005,"Gable","Typical","Y",1362,2,0,2,1,6,1,"Attchd","No_Fence",194700
3901,"Northridge_Heights","Above_Average","Average",2005,"Gable","Typical","Y",1302,1,1,1,1,5,1,"Attchd","No_Fence",204000
3903,"Northridge_Heights","Above_Average","Average",2005,"Gable","Typical","Y",1302,1,1,1,1,5,1,"Attchd","No_Fence",200000
6289,"Northridge_Heights","Above_Average","Average",2005,"Gable","Typical","Y",1362,2,0,2,1,6,1,"Attchd","No_Fence",207000
4590,"Northridge_Heights","Very_Good","Average",2006,"Gable","Good","Y",1554,2,0,2,1,6,1,"Attchd","No_Fence",209500
4590,"Northridge_Heights","Very_Good","Average",2006,"Gable","Good","Y",1554,2,0,2,1,6,1,"Attchd","No_Fence",209500
6442,"Northridge_Heights","Very_Good","Average",2006,"Gable","Good","Y",1370,2,0,2,1,6,1,"Attchd","No_Fence",202500
7841,"Northridge_Heights","Excellent","Average",2005,"Hip","Typical","Y",1577,2,0,2,1,6,1,"Attchd","No_Fence",280000
7313,"Northridge_Heights","Excellent","Average",2005,"Hip","Typical","Y",1561,2,0,2,1,6,1,"Attchd","No_Fence",277500
7820,"Northridge_Heights","Excellent","Average",2007,"Hip","Typical","Y",1869,2,0,2,1,6,1,"Attchd","No_Fence",318061
6240,"Northridge_Heights","Very_Good","Average",2006,"Hip","Typical","Y",1324,2,0,2,1,6,1,"Attchd","No_Fence",221370
3242,"Northridge_Heights","Good","Average",2003,"Gable","Typical","Y",1405,2,0,2,1,6,1,"Attchd","No_Fence",200000
15810,"Gilbert","Above_Average","Average",2007,"Gable","Typical","Y",1496,3,0,3,1,7,0,"Attchd","No_Fence",181755
10237,"Gilbert","Above_Average","Average",2005,"Gable","Typical","Y",1536,2,1,3,1,6,1,"Attchd","No_Fence",176000
10237,"Gilbert","Above_Average","Average",2005,"Gable","Typical","Y",1484,2,1,3,1,8,1,"Attchd","No_Fence",178900
13204,"Gilbert","Good","Average",2006,"Gable","Typical","Y",1458,2,0,3,1,6,0,"BuiltIn","No_Fence",168165
8857,"Gilbert","Above_Average","Average",2006,"Gable","Typical","Y",1495,2,1,3,1,7,1,"Attchd","No_Fence",171925
9729,"Gilbert","Above_Average","Average",2006,"Gable","Typical","Y",1746,2,1,3,1,6,1,"BuiltIn","No_Fence",198444
12216,"Gilbert","Above_Average","Average",2005,"Gable","Typical","Y",1326,2,0,3,1,6,0,"Attchd","No_Fence",203000
9018,"Gilbert","Good","Average",2007,"Hip","Typical","Y",1456,2,1,3,1,8,1,"Attchd","No_Fence",179540
8993,"Gilbert","Good","Average",2007,"Gable","Typical","Y",1302,2,0,3,1,6,0,"Attchd","No_Fence",176485
8899,"Gilbert","Good","Average",2007,"Gable","Typical","Y",1340,2,0,3,1,6,0,"Attchd","No_Fence",181134
8499,"Gilbert","Above_Average","Average",2006,"Gable","Typical","Y",1412,2,1,3,1,6,1,"BuiltIn","No_Fence",156932
8229,"Gilbert","Above_Average","Average",2007,"Gable","Typical","Y",1504,2,1,3,1,6,0,"Attchd","No_Fence",166000
7713,"Gilbert","Good","Average",2007,"Gable","Typical","Y",1456,2,1,3,1,7,0,"Attchd","No_Fence",177594
7697,"Gilbert","Good","Above_Average",2007,"Gable","Typical","Y",1258,2,0,3,1,6,0,"Attchd","No_Fence",173500
3922,"Bloomington_Heights","Good","Average",2006,"Gable","Typical","Y",1258,2,0,2,1,6,1,"Attchd","No_Fence",172500
3922,"Bloomington_Heights","Good","Average",2006,"Gable","Typical","Y",1402,0,2,2,1,7,1,"Attchd","No_Fence",194201
3621,"Bloomington_Heights","Very_Good","Average",2003,"Hip","Typical","Y",1589,2,0,2,1,7,1,"Attchd","No_Fence",226500
3710,"Bloomington_Heights","Good","Average",2007,"Gable","Typical","Y",1266,2,0,2,1,6,1,"Attchd","No_Fence",185485
14572,"Gilbert","Good","Average",2004,"Hip","Typical","Y",1530,2,0,3,1,7,1,"Attchd","No_Fence",259000
16219,"Gilbert","Good","Average",2004,"Gable","Typical","Y",1119,2,0,2,1,5,0,"Attchd","No_Fence",188500
11084,"Gilbert","Good","Average",2004,"Gable","Typical","Y",1374,2,1,3,1,8,1,"BuiltIn","No_Fence",175000
11796,"Gilbert","Good","Average",2004,"Gable","Typical","Y",1959,2,1,4,1,8,1,"BuiltIn","No_Fence",215000
10936,"Gilbert","Good","Average",2006,"Gable","Typical","Y",1525,2,1,3,1,6,1,"Attchd","No_Fence",206580
8244,"Gilbert","Good","Average",2004,"Gable","Typical","Y",1720,2,1,3,1,7,1,"Attchd","No_Fence",183500
11950,"Gilbert","Good","Average",2003,"Gable","Typical","Y",1394,2,1,3,1,7,1,"BuiltIn","No_Fence",165500
7875,"Gilbert","Good","Average",2003,"Gable","Typical","Y",1948,2,1,4,1,8,1,"BuiltIn","No_Fence",211000
8063,"Gilbert","Above_Average","Average",2000,"Gable","Typical","Y",1690,2,1,3,1,7,1,"Attchd","No_Fence",181000
8740,"Gilbert","Good","Average",2002,"Gable","Typical","Y",1995,2,1,4,1,8,1,"BuiltIn","No_Fence",219500
7917,"Gilbert","Above_Average","Average",1999,"Gable","Typical","Y",1647,2,1,3,1,7,1,"Attchd","No_Fence",175000
9967,"Gilbert","Good","Average",2000,"Gable","Typical","Y",1430,2,1,3,1,8,1,"BuiltIn","No_Fence",170000
7750,"Gilbert","Good","Average",2003,"Gable","Typical","Y",1320,2,1,3,1,6,0,"Attchd","No_Fence",162000
9487,"Gilbert","Above_Average","Average",2000,"Gable","Typical","Y",1690,2,1,3,1,7,1,"Attchd","No_Fence",187000
9649,"Gilbert","Above_Average","Average",1999,"Gable","Typical","Y",1644,2,1,3,1,7,1,"Attchd","No_Fence",185000
15623,"Northridge","Very_Excellent","Average",1996,"Hip","Typical","Y",4476,3,1,4,1,10,2,"Attchd","Minimum_Privacy",745000
12191,"Northridge","Very_Good","Average",1997,"Hip","Typical","Y",2551,2,1,4,1,8,2,"Attchd","No_Fence",384500
11000,"Northridge","Very_Good","Average",2000,"Gable","Typical","Y",2285,2,1,4,1,8,1,"BuiltIn","No_Fence",248000
11400,"Northridge","Very_Excellent","Average",2001,"Hip","Typical","Y",2633,2,1,2,1,8,2,"Attchd","No_Fence",466500
10557,"Northridge","Excellent","Average",1998,"Gable","Typical","Y",3078,2,1,4,1,9,1,"Attchd","No_Fence",410000
11002,"Northridge","Very_Good","Average",1998,"Gable","Typical","Y",2582,2,1,4,1,9,1,"Attchd","No_Fence",322500
10790,"Northridge","Good","Average",1998,"Gable","Typical","Y",2385,2,1,4,1,8,1,"BuiltIn","No_Fence",252000
21535,"Northridge","Very_Excellent","Above_Average",1994,"Gable","Typical","Y",4316,3,1,4,1,10,2,"Attchd","No_Fence",755000
9920,"Northridge","Good","Average",1996,"Gable","Typical","Y",2013,2,1,3,1,8,1,"Attchd","No_Fence",269790
11787,"Northridge","Good","Average",1996,"Gable","Typical","Y",2398,2,1,3,1,8,1,"Attchd","No_Fence",315750
9950,"Northridge","Good","Average",1995,"Gable","Typical","Y",2520,2,1,4,1,9,1,"Attchd","No_Fence",290000
12257,"Northridge","Very_Good","Average",1995,"Gable","Typical","Y",2531,2,1,4,1,9,1,"Attchd","No_Fence",290000
12692,"Northridge","Very_Good","Average",1992,"Hip","Typical","Y",3228,3,0,4,1,10,1,"Attchd","No_Fence",430000
11762,"Northridge","Very_Good","Average",1992,"Gable","Typical","Y",2202,2,1,4,1,9,1,"Attchd","No_Fence",263000
9044,"Northridge","Very_Good","Average",1996,"Gable","Typical","Y",2538,2,1,4,1,8,1,"Attchd","No_Fence",330000
9910,"Somerset","Good","Above_Average",2007,"Gable","Typical","Y",1369,2,0,3,1,5,0,"Attchd","No_Fence",213133
11830,"Somerset","Very_Good","Average",2007,"Gable","Typical","Y",1542,2,0,3,1,6,1,"Attchd","No_Fence",260261
11670,"Somerset","Excellent","Average",2006,"Hip","Good","Y",1905,2,0,3,1,8,1,"Attchd","No_Fence",320000
15256,"Somerset","Very_Good","Average",2007,"Gable","Typical","Y",1464,2,0,3,1,6,0,"Attchd","No_Fence",282922
10612,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1534,2,0,3,1,7,1,"Attchd","No_Fence",215000
12291,"Somerset","Very_Excellent","Average",2007,"Hip","Typical","Y",1966,2,0,1,1,6,1,"Attchd","No_Fence",419005
13501,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1636,2,0,3,1,8,1,"Attchd","No_Fence",255000
9986,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1795,2,0,2,1,7,1,"Attchd","No_Fence",147000
9965,"Somerset","Good","Average",2007,"Gable","Typical","Y",1528,3,2,3,1,6,1,"Attchd","No_Fence",235876
9416,"Somerset","Good","Average",2007,"Hip","Typical","Y",1726,2,0,3,1,8,1,"Attchd","No_Fence",311872
9849,"Somerset","Good","Above_Average",2007,"Hip","Typical","Y",1689,2,0,3,1,7,0,"Attchd","No_Fence",248328
10000,"Somerset","Very_Good","Average",2006,"Hip","Good","Y",1588,2,0,3,1,7,1,"Attchd","No_Fence",227000
8847,"Somerset","Very_Good","Average",2005,"Gable","Typical","Y",1538,2,0,3,1,7,0,"Attchd","No_Fence",260000
9158,"Somerset","Very_Good","Average",2007,"Gable","Typical","Y",1496,2,0,3,1,7,0,"Attchd","No_Fence",225000
8251,"Somerset","Good","Average",2005,"Gable","Good","Y",1506,2,0,3,1,7,1,"Attchd","No_Fence",249000
10084,"Somerset","Very_Good","Average",2004,"Gable","Typical","Y",1694,2,0,3,1,7,1,"Attchd","No_Fence",307000
9605,"Somerset","Good","Average",2006,"Gable","Typical","Y",1977,2,1,3,1,7,0,"Attchd","No_Fence",250000
8778,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1830,2,1,3,1,7,0,"BuiltIn","No_Fence",221300
8640,"Somerset","Very_Good","Average",2007,"Gable","Typical","Y",1338,2,0,3,1,6,0,"Attchd","No_Fence",208900
9000,"Somerset","Good","Average",2006,"Gable","Typical","Y",1335,2,0,3,1,6,0,"Attchd","No_Fence",210400
8640,"Somerset","Very_Good","Average",2007,"Gable","Typical","Y",1792,2,1,3,1,8,0,"Attchd","No_Fence",255000
10411,"Somerset","Average","Average",2007,"Gable","Typical","Y",1588,3,0,3,1,8,0,"Attchd","No_Fence",212109
9000,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1959,2,1,3,1,8,1,"Attchd","No_Fence",270000
9000,"Somerset","Very_Good","Average",2007,"Gable","Typical","Y",2610,2,1,4,1,11,1,"BuiltIn","No_Fence",303477
12217,"Somerset","Very_Good","Average",2007,"Hip","Typical","Y",1880,2,1,3,1,8,1,"Attchd","No_Fence",310013
11096,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1656,2,0,3,1,7,0,"Attchd","No_Fence",249700
10207,"Somerset","Good","Above_Average",2007,"Gable","Typical","Y",1761,3,0,3,1,7,0,"Attchd","No_Fence",227875
10440,"Somerset","Very_Good","Average",2007,"Gable","Typical","Y",1584,2,0,2,1,6,1,"Attchd","No_Fence",261329
11824,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1685,2,0,2,1,5,1,"Attchd","No_Fence",253000
10625,"Somerset","Above_Average","Average",2004,"Gable","Typical","Y",2443,2,1,4,1,9,1,"BuiltIn","No_Fence",265000
11143,"Somerset","Very_Good","Average",2004,"Gable","Typical","Y",2466,3,0,4,1,8,1,"Attchd","No_Fence",340000
7500,"Sawyer_West","Above_Average","Average",2006,"Gable","Typical","Y",1100,1,1,3,1,6,0,"No_Garage","No_Fence",146000
7500,"Sawyer_West","Good","Average",2006,"Gable","Good","Y",1143,1,1,3,1,5,0,"No_Garage","No_Fence",147000
12450,"Sawyer_West","Average","Average",2003,"Gable","Typical","Y",1094,1,0,3,1,6,0,"Detchd","No_Fence",149000
7441,"Sawyer_West","Good","Average",2006,"Gable","Typical","Y",1486,2,0,3,1,7,0,"Attchd","No_Fence",181000
8462,"Sawyer_West","Above_Average","Average",1994,"Gable","Good","Y",1721,2,1,3,1,7,0,"Attchd","No_Fence",201000
11613,"Sawyer_West","Above_Average","Average",1993,"Gable","Typical","Y",1820,2,1,3,1,7,0,"Attchd","Good_Privacy",191750
8450,"Sawyer_West","Good","Average",2000,"Gable","Typical","Y",1349,2,0,3,1,6,0,"Attchd","Good_Privacy",179000
16196,"Sawyer_West","Good","Average",1998,"Gable","Typical","Y",1494,2,0,3,1,5,1,"Attchd","No_Fence",215000
8012,"Sawyer_West","Above_Average","Average",1992,"Gable","Typical","Y",1575,2,0,2,1,5,0,"Attchd","No_Fence",179200
8012,"Sawyer_West","Above_Average","Average",1980,"Gable","Typical","Y",1266,1,1,2,1,5,2,"Attchd","Minimum_Privacy",128000
9180,"Sawyer_West","Average","Good",1983,"Gable","Typical","Y",884,1,0,2,1,5,0,"Attchd","Minimum_Privacy",144000
8400,"Sawyer_West","Average","Average",1977,"Gable","No_Basement","Y",2020,2,0,4,2,10,2,"Detchd","No_Fence",144000
6285,"Sawyer","Average","Average",1977,"Gable","Typical","Y",894,1,0,2,1,5,0,"Detchd","No_Fence",120750
8480,"Sawyer","Average","Above_Average",1963,"Hip","Typical","Y",970,1,0,2,1,5,0,"Detchd","No_Fence",132500
7420,"Sawyer","Average","Average",1962,"Hip","Typical","Y",1057,1,0,3,1,6,0,"Detchd","No_Fence",132000
7758,"Sawyer","Average","Good",1962,"Gable","Typical","Y",999,1,0,3,1,6,0,"Detchd","No_Fence",132500
6970,"Sawyer","Below_Average","Average",1961,"Gable","Typical","Y",1120,1,1,3,1,5,0,"Attchd","No_Fence",129000
13673,"Sawyer","Average","Average",1962,"Gable","Typical","Y",1696,1,1,3,1,8,1,"Attchd","No_Fence",143900
7476,"Sawyer","Average","Good",1968,"Gable","Typical","Y",1040,1,1,3,1,5,0,"Detchd","No_Fence",145000
9945,"Sawyer","Average","Average",1961,"Hip","Typical","Y",988,1,0,3,1,5,0,"Detchd","No_Fence",128500
6173,"Sawyer","Average","Above_Average",1967,"Gable","Typical","Y",902,1,0,3,1,6,0,"Attchd","Minimum_Privacy",125500
19522,"Veenker","Good","Average",1990,"Gable","Typical","Y",2503,2,1,3,1,7,1,"Attchd","No_Fence",300000
17542,"Veenker","Good","Good",1974,"Gable","Typical","Y",2167,2,1,3,1,9,2,"Attchd","Minimum_Privacy",294000
10751,"Sawyer","Average","Average",1974,"Gable","Typical","Y",1037,1,0,2,1,5,0,"Attchd","No_Fence",129000
16647,"Sawyer","Average","Average",1975,"Gable","Typical","Y",1701,2,0,3,1,6,2,"Basment","No_Fence",171000
12712,"Sawyer","Above_Average","Good",1973,"Gable","Typical","Y",1055,1,0,2,1,5,1,"Attchd","No_Fence",147000
9572,"Northridge","Very_Good","Average",1990,"Gable","Typical","Y",2810,2,1,4,1,9,1,"Attchd","No_Fence",302000
10678,"Northridge","Very_Good","Average",1992,"Hip","Typical","Y",2872,2,1,4,1,9,1,"Attchd","No_Fence",285000
4379,"Somerset","Very_Good","Average",2004,"Gable","Typical","Y",1378,2,0,2,1,6,1,"Attchd","No_Fence",214000
3523,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1151,2,0,2,1,5,0,"Attchd","No_Fence",166000
3784,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1565,2,0,2,1,5,0,"Attchd","No_Fence",193800
4230,"Somerset","Good","Average",2006,"Gable","Good","Y",1352,2,0,2,1,5,1,"Attchd","No_Fence",208900
3606,"Somerset","Good","Average",2006,"Gable","Good","Y",1352,2,0,2,1,5,1,"Attchd","No_Fence",194000
5330,"Somerset","Very_Good","Average",2006,"Gable","Typical","Y",1550,2,1,2,1,5,0,"Attchd","No_Fence",207500
4274,"Somerset","Good","Average",2006,"Gable","Typical","Y",1241,1,1,1,1,4,0,"Attchd","No_Fence",199900
4251,"Somerset","Good","Average",2006,"Gable","Typical","Y",1250,2,1,2,1,5,0,"Detchd","No_Fence",164700
2280,"Somerset","Above_Average","Average",1999,"Gable","Typical","Y",1501,2,1,3,1,6,1,"Detchd","No_Fence",176500
3230,"Somerset","Above_Average","Average",1999,"Gable","Typical","Y",1458,2,1,2,1,5,1,"Detchd","No_Fence",176000
2117,"Somerset","Above_Average","Average",2000,"Gable","Typical","Y",1512,2,1,2,1,4,1,"Detchd","No_Fence",168500
2117,"Somerset","Above_Average","Average",2000,"Gable","Typical","Y",1573,2,1,3,1,4,0,"Detchd","No_Fence",177000
2117,"Somerset","Above_Average","Average",2000,"Gable","Typical","Y",1525,2,1,3,1,5,1,"Detchd","No_Fence",177000
5105,"Somerset","Good","Average",2004,"Gable","Typical","Y",1102,2,1,2,1,4,0,"Detchd","No_Fence",148800
2645,"Somerset","Very_Good","Average",1999,"Gable","Typical","Y",1441,2,1,2,1,5,0,"Detchd","No_Fence",174000
7399,"Somerset","Good","Average",1997,"Hip","Typical","Y",1950,2,1,3,1,7,1,"Detchd","No_Fence",239000
7321,"Somerset","Good","Average",1999,"Gable","Typical","Y",1358,2,0,3,1,5,0,"Detchd","No_Fence",204000
8010,"Somerset","Very_Good","Average",2003,"Hip","Typical","Y",2048,2,1,3,1,8,2,"Detchd","No_Fence",301000
8413,"Somerset","Very_Good","Average",1998,"Gable","Typical","Y",2362,2,1,3,1,8,2,"Attchd","No_Fence",312500
9466,"Veenker","Very_Good","Average",1994,"Gable","Typical","Y",1494,1,1,1,1,5,1,"Attchd","No_Fence",279700
12000,"Veenker","Good","Above_Average",1980,"Hip","Typical","Y",2362,2,1,3,1,8,1,"Attchd","No_Fence",255000
16157,"Veenker","Average","Good",1978,"Gable","Typical","Y",1432,1,1,2,1,5,1,"Attchd","No_Fence",194000
10768,"Veenker","Average","Very_Good",1976,"Gable","Typical","Y",1437,2,0,3,1,6,1,"Attchd","No_Fence",218000
3840,"Greens","Very_Good","Above_Average",1978,"Gable","Typical","Y",1295,1,0,1,1,4,2,"Attchd","No_Fence",213750
9600,"Veenker","Above_Average","Good",1976,"Hip","Typical","Y",1855,2,1,3,1,7,1,"Attchd","No_Fence",187000
9600,"Veenker","Above_Average","Very_Good",1976,"Gable","Typical","Y",1262,2,0,3,1,6,1,"Attchd","No_Fence",181500
17778,"Veenker","Very_Good","Average",1981,"Hip","Typical","Y",2497,2,0,2,1,7,2,"Attchd","No_Fence",373000
7050,"Somerset","Good","Average",2001,"Gable","Typical","Y",1929,2,1,3,1,7,1,"Attchd","No_Fence",226000
11700,"Northwest_Ames","Above_Average","Above_Average",1968,"Gable","Typical","Y",1152,1,1,3,1,7,0,"Attchd","No_Fence",143450
8000,"Northwest_Ames","Above_Average","Above_Average",1970,"Gable","Typical","Y",2411,2,1,4,1,8,1,"Attchd","No_Fence",240050
8723,"Northwest_Ames","Above_Average","Above_Average",1969,"Gable","Typical","Y",1082,1,0,3,1,6,0,"Attchd","No_Fence",162500
11700,"Northwest_Ames","Above_Average","Average",1968,"Gable","Typical","Y",1295,1,1,3,1,6,0,"Attchd","No_Fence",164000
11358,"Northwest_Ames","Good","Good",1972,"Hip","Typical","Y",1610,2,0,3,1,8,1,"Attchd","No_Fence",185000
9547,"Northwest_Ames","Good","Above_Average",1993,"Gable","Typical","Y",1594,2,0,2,1,6,1,"Attchd","No_Fence",188500
10530,"Northwest_Ames","Good","Above_Average",1993,"Gable","Typical","Y",2075,2,1,3,1,8,1,"Attchd","No_Fence",255000
11500,"Northwest_Ames","Average","Above_Average",1976,"Gable","Typical","Y",1680,2,0,4,2,8,0,"Detchd","No_Fence",136905
10738,"Northwest_Ames","Above_Average","Good",1966,"Hip","Typical","Y",1093,2,0,3,1,6,1,"Attchd","Minimum_Privacy",158500
9600,"Northwest_Ames","Good","Above_Average",1973,"Hip","Typical","Y",1242,1,1,3,1,6,1,"Attchd","No_Fence",175500
10800,"Northwest_Ames","Above_Average","Average",1963,"Gable","Typical","Y",1052,1,0,3,1,6,0,"Attchd","No_Fence",127000
8050,"North_Ames","Average","Above_Average",1967,"Gable","Typical","Y",1107,1,0,3,1,5,0,"Attchd","No_Fence",127000
10355,"North_Ames","Average","Average",1967,"Gable","Typical","Y",1214,2,0,3,1,5,1,"Attchd","No_Fence",143000
10289,"North_Ames","Average","Good",1965,"Hip","Typical","Y",1073,1,1,3,1,6,0,"Attchd","No_Fence",156000
9503,"North_Ames","Average","Average",1958,"Hip","Typical","Y",1344,1,0,2,1,6,1,"Detchd","Good_Wood",144000
10624,"North_Ames","Average","Below_Average",1964,"Gable","Typical","Y",1728,2,0,6,2,10,0,"Detchd","No_Fence",119000
10899,"North_Ames","Below_Average","Average",1964,"Gable","No_Basement","N",1224,2,0,2,2,8,0,"CarPort","No_Fence",103000
12342,"North_Ames","Average","Average",1960,"Hip","Typical","Y",1422,1,0,3,1,6,1,"Attchd","Good_Wood",139900
12772,"North_Ames","Above_Average","Very_Good",1960,"Hip","Typical","Y",958,1,0,2,1,5,0,"Attchd","No_Fence",151500
8892,"North_Ames","Average","Average",1960,"Gable","Typical","Y",1065,1,1,3,1,6,0,"Detchd","No_Fence",126500
10482,"North_Ames","Above_Average","Very_Good",1958,"Hip","Typical","Y",1138,1,0,3,1,6,0,"Attchd","Minimum_Wood_Wire",145000
7535,"North_Ames","Average","Good",1958,"Gable","Typical","Y",912,1,0,2,1,5,0,"Attchd","Minimum_Wood_Wire",120000
7450,"North_Ames","Average","Average",1956,"Hip","Typical","Y",1074,1,0,2,1,6,1,"Detchd","Good_Wood",124000
8339,"North_Ames","Average","Good",1959,"Gable","No_Basement","Y",882,1,0,3,1,5,0,"Attchd","Minimum_Privacy",106500
14357,"North_Ames","Average","Average",1961,"Hip","Typical","Y",1187,1,0,2,1,6,1,"Attchd","No_Fence",140500
8243,"North_Ames","Average","Good",1961,"Gable","Typical","Y",964,1,0,3,1,5,1,"Detchd","Good_Privacy",137500
8680,"North_Ames","Average","Good",1960,"Hip","Typical","Y",894,1,0,3,1,5,0,"Detchd","No_Fence",117600
8800,"North_Ames","Good","Above_Average",1966,"Hip","Typical","Y",1200,2,0,3,1,6,1,"Attchd","Minimum_Privacy",163500
9200,"North_Ames","Above_Average","Average",1965,"Gable","Typical","Y",1042,2,0,3,1,5,0,"Attchd","Good_Privacy",161000
